customer_id,customer_name,industry,region,country,signup_date,acquisition_channel,account_status,plan_name,billing_frequency
CUST0265,Arias-Huff,SaaS,EMEA,Netherlands,2024-08-14,REFERRAL,active,Enterprise,monthly
CUST0266,shannon plc,Education,apac,India,2024-11-27,Organic,Active,Pro,Monthly
CUST0267,Martinez-Rodriguez  ,Fintech,EMEA,Germany,2024-04-12,Outbound,Active,Growth,Monthly
CUST0268,Clark-Flores,Retail,EMEA,Germany,2025-04-17,Paid Search,ACTIVE,Pro,Monthly
CUST0269,Mack Group,SaaS,north america,Canada,2025-03-21,Partner,,Basic,Annual
CUST0270,Ray Group,Fintech,north america,Canada,2024-05-23,Partner,active,Pro,Annual
CUST0271,Ramirez-Wright  ,Retail,EMEA,Netherlands,2025-03-22,paid search,Active,Pro,Annual
CUST0272,Warren-Oneal  ,Manufacturing,EMEA,Netherlands,,paid search, paused ,Growth,monthly
CUST0273,Garcia-Allen,Retail,APAC,Australia,2025-06-14,Paid Search,Churned,Basic,Annual
CUST0274,Hernandez Inc  ,Healthcare,APAC,Singapore,2024-10-17,Partner,Churned,Basic,Monthly
CUST0275,Walker LLC,SaaS,north america,Canada,2025-11-06,Outbound,active,,Annual
CUST0276,"Greene, Hardy and Young  ",Retail,apac,Australia,2025-05-08,paid search,Active,Basic,Monthly
CUST0277,Williams-Sanders,SaaS,north america,USA,2024-11-30,Partner, paused ,Pro,monthly
CUST0278,"Robinson, Beard and Weeks",Retail,North America,Canada,2025-04-04,Referral,Active,Basic,monthly
CUST0279,Martin-Farrell  ,,NA,USA,2025-04-27,Organic,active,Pro,Annual
CUST0280,"Miller, Robertson and Brown  ",Retail,APAC,India,2025-11-26,Referral, paused ,Basic,Annual
CUST0281,Smith Ltd,Education,emea,,2024-09-04,Partner,Paused,Basic,monthly
CUST0282,Melendez Ltd,Education,apac,Australia,2025-06-12,Paid Search,Paused,Growth,Monthly
CUST0283,"Williams, Eaton and Jones",Retail,North America,Canada,2025-01-19,Partner,active,Basic,Monthly
CUST0284,Bernard-Huffman,Education,apac,Singapore,,Paid Search,Churned,Growth,Annual
CUST0285,Hines Ltd,Retail,EMEA,Germany,2025-05-21,Outbound,Active,Growth,Annual
CUST0286,"Chavez, Coleman and May",Fintech,north america,USA,2024-12-20,paid search,Active,Growth,Monthly
CUST0287,James Group,Education,NA,USA,2025-11-30,Organic,Active,Growth,monthly
CUST0288,Cruz and Sons  ,Retail,emea,UK,2026-03-16,Organic,active,Growth,annual
CUST0289,Johnson-Robinson,Manufacturing,NA,Canada,2026-01-14,Organic,Paused,Pro,Monthly
CUST0290,Simpson Inc,Education,APAC,Australia,,paid search,ACTIVE,Growth,Monthly
CUST0291,Soto Inc,,north america,Canada,2025-10-07,Referral,Active,Growth,Monthly
CUST0292 ,Kirk Ltd  ,Manufacturing,emea,UK,2024-12-16,paid search, paused ,enterprise ,Monthly
CUST0293,Lee Inc,Healthcare,EMEA,Netherlands,2024-08-27,REFERRAL,Active,Pro,monthly
CUST0294,Warren PLC,Education,EMEA,UK,2024-11-12,Partner,ACTIVE,Growth,monthly
CUST0295,Harvey Inc,Healthcare,North America,Canada,2024-10-22,paid search, paused ,Enterprise,monthly
CUST0296,Turner Ltd,Manufacturing,north america,Canada,2025-04-06,Partner,Active,Pro,Monthly
CUST0297,Davis Inc,Manufacturing,North America,USA,2025-10-05,Partner,Paused,Pro,Monthly
CUST0298,Bonilla-Sanford,,North America,USA,2024-04-18,REFERRAL,ACTIVE,Basic,Monthly
CUST0299 ,Welch-Marquez  ,Education,EMEA,Germany,2025-03-21,Outbound,Churned,Pro,Monthly
CUST0300,Morris-Pittman,Manufacturing,north america,USA,2025-06-20,Organic,Paused,Growth,monthly
CUST0301,"Jenkins, Dean and Martinez",Fintech,APAC,India,2026-03-21,Referral,ACTIVE,enterprise ,Monthly
CUST0302,"Aguilar, Miller and Jordan",Manufacturing,EMEA,,2025-06-20,Organic,active,Growth,monthly
CUST0303,Mcmahon Group,Healthcare,apac,India,2024-12-11,Partner, paused ,Growth,Monthly
CUST0304,Dennis-Watts,,emea,Netherlands,2024-04-20,Outbound,Paused,Growth,Annual
CUST0305,"Morris, Mendoza and Kramer",Manufacturing,APAC,Australia,2025-04-23,Referral,active,Growth,annual
CUST0306,Mitchell Inc,SaaS,apac,Australia,2024-08-25,paid search,Active,Pro,annual
CUST0307,Shaffer-Wiggins  ,Manufacturing,North America,Canada,2025-01-06,Outbound,ACTIVE,Enterprise,Monthly
CUST0308,"Payne, Chavez and Bartlett",Fintech,APAC,Australia,2024-11-26,Paid Search,Active,Basic,Annual
CUST0309,"Vaughan, Lam and Gonzalez",Education,EMEA,Netherlands,2025-06-11,Organic,Active,Enterprise,monthly
CUST0310 ,Farrell-Lynch,Healthcare,EMEA,UK,2025-02-02,Outbound,,Enterprise,Annual
CUST0311,"Robertson, Rodriguez and Brooks",Retail,north america,USA,2025-08-04,Outbound,ACTIVE,Growth,Annual
CUST0312,Campbell-Miller  ,Education,EMEA,Netherlands,2026-03-15,REFERRAL,Active,enterprise ,Monthly
CUST0313 ,"Patterson, Ellis and Medina",,EMEA,UK,2025-12-27,REFERRAL,Active,Growth,annual
CUST0314,Roberts-Brown,Healthcare,EMEA,Germany,2026-03-19,REFERRAL,active,Pro,Monthly
CUST0315,Jenkins PLC,Healthcare,north america,Canada,2024-09-05,REFERRAL,Active,Pro,Monthly
CUST0316,Mcdonald-Wise  ,SaaS,apac,India,2025-07-11,Partner, paused ,Growth,monthly
CUST0317,Allison-White,Education,North America,Canada,2025-10-09,Partner,ACTIVE,Pro,Monthly
CUST0318,"Newton, Patterson and Rogers",,EMEA,Germany,2025-06-01,paid search,,Enterprise,Monthly
CUST0319,"Washington, Mcguire and Lewis",Manufacturing,NA,Canada,2025-02-27,Partner,active,Growth,annual
CUST0320,thompson plc,Education,EMEA,UK,2025-01-10,paid search,Active,Pro,Annual
CUST0006,Walters Group,Healthcare,apac,Australia,2025-08-03,REFERRAL,ACTIVE,enterprise ,monthly
CUST0013,"SIMMONS, MERCADO AND REED",SaaS,North America,USA,2024-09-06,Paid Search,,Growth,annual
