subscription_id,customer_id,start_date,end_date,plan_name,mrr,arr,subscription_status,discount_pct,currency
SUB00311,CUST0311,2025-07-05,,Growth,689.81,8322.58,Active,5.0,USD
SUB00312,CUST0312,2026-01-20,,enterprise ,1637.74,19765.77,,0.0,USD
SUB00313,CUST0313 ,2024-06-15,,Growth,720.26,8806.98,paused ,5.0,usd
SUB00314,CUST0314,2025-01-08,,Pro,1854.31,21713.73,active,0.0,USD
SUB00315,CUST0315,2025-09-30,,Pro,1673.42,20059.51,active,15.0,CAD
SUB00316,CUST0316,2024-11-24,,Growth,609.64,7094.89,paused ,5.0,cad
SUB00317,CUST0317,2025-04-02,,Pro,1350.98,16200.46,active,20.0,CAD
SUB00318,CUST0318,2024-07-04,2025-05-27,Enterprise,3914.45,45222.35,CANCELLED,20.0,CAD
SUB00319,CUST0319,2025-08-10,,Growth,609.57,6951.96,,10.0,CAD
SUB00320,CUST0320,2024-07-29,,Pro,1344.09,16398.38,active,10.0,USD
SUB00008,CUST0008,2024-05-18,2025-09-09,Enterprise,4309.54,50218.8,cancelled,20.0,USD
SUB00016,CUST0016,2025-07-21,,Growth,944.493,10264.81,paused ,,cad
