gl_txn_id,txn_date,account_code,account_name,department,cost_center,vendor_customer,amount,dr_cr,entity,memo,account_category
GL0000510,2023-06-20,1010.0,cash,Marketing,CC200,Barrett-Hester,23235.55,DR,SaaS Canada,Refund,Cash
GL0000511,2023-06-08,6100.0,sales & marketing,Sales,CC100,Ross and Sons,13115.25,DR,SaaS HoldCo,Software tools,Sales & Marketing
GL0000512,2023-06-16,6100.0,sales and marketing,Engineering,Unknown,Nguyen-Reese,17154.72,DR,SaaS Canada,Contractor costs,Sales & Marketing
GL0000513,2023-06-12,6100.0,sales & marketing,Finance,CC100,Powell LLC,-9856.35,CR,SaaS US,Payroll,Sales & Marketing
GL0000514,2023-06-08,6100.0,sales and marketing,Marketing,Unknown,Stone Inc,15949.03,DR,SaaS HoldCo,Contractor costs,Sales & Marketing
GL0000515,2023-06-22,9999.0,misc expense,Unknown,Unknown,"Johnson, Wise and Ponce",7589.72,DR,SaaS US,Payroll,Other
GL0000516,2023-06-17,6100.0,sales & marketing,Unknown,CC400,"Bailey, Cook and Garner",16148.18,DR,SaaS Canada,Google Ads,Sales & Marketing
GL0000517,2023-06-24,6200.0,r&d,Unknown,CC400,"Peterson, Patrick and Bailey",10478.77,DR,SaaS HoldCo,Payroll,R&D
GL0000518,2023-06-07,6300.0,g&a,Sales,CC200,Riley PLC,13658.27,DR,SaaS HoldCo,Reclass,G&A
GL0000519,2023-06-22,6100.0,sales and marketing,Operations,CC300,Jackson-Solis,-2790.72,DR,SaaS Canada,Google Ads,Sales & Marketing
GL0000520,2023-06-22,6200.0,research and development,Marketing,Unknown,Stewart-Hill,4730.4,DR,SaaS Canada,AWS hosting,R&D
GL0000521,2023-06-14,1010.0,cash,Unknown,CC100,Giles-Graham,18867.72,DR,SaaS US,Refund,Cash
GL0000522,2023-06-27,6200.0,r&d,Engineering,CC100,"Bright, Johnson and Alvarez",16999.54,DR,SaaS US,AWS hosting,R&D
GL0000523,2023-06-09,6100.0,s&m,Engineering,CC400,"Lewis, Jones and Hoffman",10117.83,DR,SaaS HoldCo,Google Ads,Sales & Marketing
GL0000524,2023-06-06,6300.0,g&a,Engineering,CC300,Scott-Gonzales,7984.16,DR,SaaS US,AWS hosting,G&A
GL0000525,2023-06-24,5000.0,cost of service,Sales,CC100,Morales-Baker,6070.11,DR,SaaS US,Google Ads,COGS
GL0000526,2023-06-26,6200.0,research and development,Sales,Unknown,"Nelson, Williams and Fisher",9482.48,DR,SaaS US,Google Ads,R&D
GL0000527,2023-06-17,6100.0,sales and marketing,Finance,CC300,"Baldwin, Williams and Thompson",-12599.64,CR,SaaS Canada,AWS hosting,Sales & Marketing
GL0000528,2023-06-01,1010.0,cash,Finance,Unknown,Gonzalez Ltd,3303.42,DR,SaaS HoldCo,Unknown,Cash
GL0000529,2023-06-27,6200.0,r&d,Finance,CC400,Reeves and Sons,5012.73,DR,SaaS HoldCo,Contractor costs,R&D
GL0000530,2023-06-27,5000.0,cost of service,Marketing,CC200,"Bates, Sanchez and Marsh",1731.6,DR,SaaS US,AWS hosting,COGS
GL0000531,2023-06-26,6100.0,sales & marketing,Engineering,CC200,Jones LLC,1594.58,DR,SaaS Canada,Payroll,Sales & Marketing
GL0000532,2023-06-18,6200.0,r&d,Unknown,CC400,Cook-Garcia,-12238.5,CR,SaaS US,Reclass,R&D
GL0000533,2023-06-07,6200.0,research and development,Engineering,CC400,Keller-Odonnell,23959.22,DR,SaaS US,AWS hosting,R&D
GL0000534,2023-06-17,9999.0,misc expense,Finance,CC200,"Edwards, Sanchez and Bruce",21136.33,DR,SaaS US,Unknown,Other
GL0000535,2023-06-22,9999.0,misc expense,Operations,Unknown,"Dominguez, Andrade and Moore",-16931.44,CR,SaaS US,AWS hosting,Other
GL0000536,2023-06-22,6100.0,sales and marketing,Marketing,CC200,"White, Phillips and Shelton",14842.95,DR,SaaS Canada,Contractor costs,Sales & Marketing
GL0000537,2023-06-18,9999.0,misc expense,Finance,Unknown,Williams Inc,-12838.35,CR,SaaS US,Unknown,Other
GL0000538,2023-06-05,9999.0,misc expense,Unknown,CC100,Martin PLC,8540.02,DR,SaaS US,Refund,Other
GL0000539,2023-06-27,6300.0,g&a,Sales,Unknown,"Kent, Owens and Ramirez",14875.38,DR,SaaS HoldCo,Contractor costs,G&A
GL0000540,2023-06-11,1010.0,cash,Finance,Unknown,"Roberson, Parrish and Hopkins",-20993.19,CR,SaaS US,Payroll,Cash
GL0000541,2023-07-06,1010.0,cash,Engineering,CC300,Archer-Austin,3667.55,DR,SaaS US,Reclass,Cash
GL0000542,2023-07-15,6200.0,r&d,Unknown,Unknown,Castillo-White,-6827.16,,SaaS US,AWS hosting,R&D
GL0000543,2023-07-18,5000.0,cost of service,Engineering,CC400,Leblanc-Perry,13656.96,DR,SaaS HoldCo,Payroll,COGS
GL0000544,2023-07-24,5000.0,cost of service,Finance,CC100,Hobbs Group,24489.95,DR,SaaS US,AWS hosting,COGS
GL0000545,2023-07-06,6200.0,r&d,Sales,Unknown,Gray-Mitchell,5289.55,DR,SaaS US,Software tools,R&D
GL0000546,2023-07-07,6100.0,sales & marketing,Unknown,CC400,"Williams, Nelson and Jones",2022.18,,SaaS Canada,Payroll,Sales & Marketing
GL0000547,2023-07-09,5000.0,cost of service,Finance,CC100,"Wilson, Hartman and Jones",17799.03,DR,SaaS US,Payroll,COGS
GL0000548,2023-07-05,6200.0,research and development,Sales,CC100,"Oneill, Marshall and Everett",-17362.79,CR,SaaS Canada,Unknown,R&D
GL0000549,2023-07-24,6100.0,sales and marketing,Finance,Unknown,Vincent-Mendez,20618.74,DR,SaaS US,Unknown,Sales & Marketing
GL0000550,2023-07-04,1010.0,cash,Engineering,Unknown,Smith-Walter,-3561.16,CR,SaaS HoldCo,Google Ads,Cash
GL0000551,2023-07-03,6200.0,r&d,Finance,Unknown,Stafford-Kennedy,3246.14,DR,SaaS US,Refund,R&D
GL0000552,2023-07-17,6200.0,r&d,Engineering,CC100,Unknown,19455.23,DR,SaaS US,Unknown,R&D
GL0000553,2023-07-19,5000.0,cost of service,Engineering,CC200,"Dennis, Williams and Kane",20965.92,DR,SaaS HoldCo,Refund,COGS
GL0000554,2023-07-17,6100.0,s&m,Marketing,CC300,"Cruz, Chen and Jones",7445.3,DR,SaaS HoldCo,Google Ads,Sales & Marketing
GL0000555,2023-07-11,6200.0,r&d,Engineering,CC400,Hansen-Knight,17087.68,CR,SaaS HoldCo,Payroll,R&D
GL0000556,2023-07-20,5000.0,cost of service,Sales,CC300,Jenkins-Johnson,-7101.4,CR,SaaS US,Payroll,COGS
GL0000557,2023-07-05,6200.0,r&d,Marketing,Unknown,Molina-Wilkerson,14444.62,DR,SaaS US,Google Ads,R&D
GL0000558,2023-07-13,6300.0,general and administrative,Engineering,Unknown,Newton and Sons,2650.74,DR,SaaS HoldCo,AWS hosting,G&A
GL0000559,2023-07-24,6200.0,research and development,Finance,CC400,Hernandez-Li,-12271.09,CR,SaaS US,Unknown,R&D
GL0000560,2023-07-07,9999.0,misc expense,Engineering,Unknown,"Martinez, Alexander and Lane",13365.23,DR,SaaS US,Payroll,Other
GL0000561,2023-07-12,6200.0,r&d,Marketing,CC300,Hughes-Smith,18623.76,DR,SaaS US,Google Ads,R&D
GL0000562,2023-07-23,6200.0,research and development,Finance,CC100,Nguyen-Fisher,15922.23,DR,SaaS US,Payroll,R&D
GL0000563,2023-07-14,6100.0,s&m,Finance,CC200,"Mcguire, Collier and Giles",15991.25,DR,SaaS US,Reclass,Sales & Marketing
GL0000564,2023-07-04,6300.0,g&a,Finance,CC100,Valenzuela-Green,-24108.08,CR,SaaS US,Reclass,G&A
GL0000565,2023-07-15,6200.0,research and development,Operations,CC200,Johnson-Ortega,-22350.43,CR,SaaS US,Software tools,R&D
GL0000566,2023-07-19,6300.0,general and administrative,Unknown,CC200,Holloway-Gillespie,-6380.58,CR,SaaS US,Software tools,G&A
GL0000567,2023-07-11,9999.0,misc expense,Marketing,CC400,Hernandez-Young,-20820.53,CR,SaaS Canada,Payroll,Other
GL0000568,2023-07-06,6300.0,g&a,Marketing,CC100,Chapman-Ward,16000.54,DR,SaaS HoldCo,Google Ads,G&A
GL0000569,2023-07-12,6100.0,sales & marketing,Marketing,CC400,"Lee, Bean and Levy",14159.97,DR,SaaS US,Reclass,Sales & Marketing
GL0000570,2023-07-07,9999.0,misc expense,Finance,CC200,Farmer Ltd,-17285.01,CR,SaaS HoldCo,Payroll,Other
GL0000571,2023-07-07,6100.0,sales & marketing,Unknown,CC200,Johnson-Adams,20571.33,DR,SaaS Canada,Software tools,Sales & Marketing
GL0000572,2023-07-17,6100.0,sales & marketing,Finance,Unknown,"Sullivan, Mcdonald and Young",17981.28,DR,SaaS US,Payroll,Sales & Marketing
GL0000573,2023-07-26,6100.0,s&m,Unknown,CC100,"Fleming, Smith and Dunn",-20263.13,CR,SaaS HoldCo,Reclass,Sales & Marketing
GL0000574,2023-07-11,5000.0,cost of service,Sales,CC200,Jensen LLC,20985.35,DR,SaaS Canada,Google Ads,COGS
GL0000575,2023-07-01,6100.0,s&m,Sales,CC400,Schneider-Perry,-5962.76,CR,SaaS US,Unknown,Sales & Marketing
GL0000576,2023-07-13,6300.0,g&a,Unknown,Unknown,"Jackson, Gross and Ramsey",12782.36,DR,SaaS US,AWS hosting,G&A
GL0000577,2023-07-12,6300.0,g&a,Operations,Unknown,Nelson-Anthony,1576.9,CR,SaaS HoldCo,Payroll,G&A
GL0000578,2023-07-20,9999.0,misc expense,Finance,Unknown,Pugh LLC,-14304.74,CR,SaaS HoldCo,Software tools,Other
GL0000579,2023-07-13,5000.0,cost of service,Finance,Unknown,Tapia-Harrell,-11985.14,CR,SaaS US,Refund,COGS
GL0000580,2023-07-19,5000.0,cost of service,Marketing,CC100,"Kemp, Ryan and Petersen",-13700.19,,SaaS Canada,AWS hosting,COGS
GL0000581,2023-07-24,6100.0,sales and marketing,Finance,CC300,Castro-Banks,9016.02,DR,SaaS US,Software tools,Sales & Marketing
GL0000582,2023-07-26,6100.0,sales and marketing,Engineering,CC300,Nelson-Thompson,1931.49,DR,SaaS US,AWS hosting,Sales & Marketing
GL0000583,2023-07-03,6100.0,sales and marketing,Operations,Unknown,Case-Mayer,10560.53,DR,SaaS HoldCo,Software tools,Sales & Marketing
GL0000584,2023-07-11,6300.0,general and administrative,Unknown,Unknown,Hamilton PLC,-19930.52,CR,SaaS Canada,Reclass,G&A
GL0000585,2023-07-22,6300.0,g&a,Operations,Unknown,"Espinoza, Nichols and Kim",-5975.5,CR,SaaS US,Refund,G&A
GL0000586,2023-07-16,6100.0,sales and marketing,Engineering,CC100,Johnson-Hernandez,3694.71,DR,SaaS Canada,Refund,Sales & Marketing
GL0000587,2023-07-08,6200.0,research and development,Operations,Unknown,Martinez Ltd,14706.22,DR,SaaS US,Reclass,R&D
GL0000588,2023-07-18,6200.0,r&d,Sales,CC200,Clark Group,2671.56,DR,SaaS Canada,Unknown,R&D
GL0000589,2023-07-01,6100.0,sales and marketing,Unknown,Unknown,Vincent Group,20979.47,DR,SaaS US,Contractor costs,Sales & Marketing
GL0000590,2023-07-06,5000.0,cost of service,Marketing,Unknown,"Taylor, Wolfe and Gutierrez",11212.82,DR,SaaS Canada,Reclass,COGS
GL0000591,2023-07-18,Unknown,research and development,Engineering,Unknown,Rojas PLC,23410.29,DR,SaaS US,Reclass,R&D
GL0000592,2023-07-26,Unknown,s&m,Sales,CC200,White Ltd,4566.98,DR,SaaS US,Payroll,Sales & Marketing
GL0000593,2023-07-01,5000.0,cost of service,Operations,CC100,"Lee, Sanchez and Hart",-14135.03,CR,SaaS Canada,AWS hosting,COGS
GL0000594,2023-07-03,Unknown,cost of service,Unknown,CC400,"Jacobs, Crane and Galloway",15929.43,DR,SaaS US,Software tools,COGS
GL0000595,2023-07-02,6200.0,r&d,Operations,CC300,Swanson-Graham,-1737.45,CR,SaaS Canada,Google Ads,R&D
GL0000596,2023-07-11,5000.0,cost of service,Sales,CC300,Unknown,-3185.59,CR,SaaS HoldCo,Reclass,COGS
GL0000597,2023-07-17,6200.0,research and development,Unknown,CC100,Harris Ltd,10701.66,DR,SaaS US,Payroll,R&D
GL0000598,2023-07-03,6100.0,sales and marketing,Unknown,CC200,Cox-Lopez,15546.14,DR,SaaS Canada,Unknown,Sales & Marketing
GL0000599,2023-07-09,6200.0,r&d,Engineering,CC200,Zimmerman-Tran,13165.13,DR,SaaS US,Software tools,R&D
GL0000600,2023-07-15,6100.0,sales & marketing,Unknown,CC100,Parks and Sons,19038.89,DR,SaaS US,Unknown,Sales & Marketing
GL0000601,2023-07-07,6300.0,general and administrative,Engineering,CC400,"Kirby, Sanders and Smith",-21552.48,CR,SaaS HoldCo,AWS hosting,G&A
GL0000602,2023-07-23,1010.0,cash,Finance,Unknown,Stone and Sons,18985.2,DR,SaaS US,Google Ads,Cash
GL0000603,2023-07-10,6200.0,r&d,Marketing,CC400,"Campbell, Richards and Jackson",-18248.69,CR,SaaS US,Contractor costs,R&D
GL0000604,2023-07-17,6100.0,sales & marketing,Sales,CC400,Carpenter PLC,1882.93,DR,SaaS US,Software tools,Sales & Marketing
GL0000605,2023-07-10,Unknown,cash,Sales,Unknown,Christian-Wood,8088.91,DR,SaaS US,Refund,Cash
GL0000606,2023-07-18,6200.0,r&d,Engineering,Unknown,"Green, Garcia and Mcdonald",-10923.73,CR,SaaS Canada,Contractor costs,R&D
GL0000607,2023-07-14,9999.0,misc expense,Unknown,CC100,Tapia-Flores,15994.72,DR,SaaS US,Google Ads,Other
GL0000608,2023-07-05,5000.0,cost of service,Finance,Unknown,"Turner, Lamb and Dunlap",12782.2,DR,SaaS HoldCo,AWS hosting,COGS
GL0000609,2023-07-03,6100.0,sales and marketing,Unknown,CC100,Browning Ltd,5796.65,DR,SaaS HoldCo,Refund,Sales & Marketing
GL0000610,2023-07-15,6300.0,g&a,Unknown,CC400,"Gonzales, Brown and Kennedy",-11554.44,CR,SaaS US,Unknown,G&A
GL0000611,2023-07-16,6100.0,sales and marketing,Sales,Unknown,Hernandez Group,7431.91,DR,SaaS HoldCo,AWS hosting,Sales & Marketing
GL0000612,2023-07-02,6100.0,s&m,Finance,CC200,Wright-Whitney,5588.39,DR,SaaS HoldCo,Software tools,Sales & Marketing
GL0000613,2023-07-14,1010.0,cash,Sales,Unknown,Gray-George,8789.54,DR,SaaS HoldCo,Refund,Cash
GL0000614,2023-07-06,5000.0,cost of service,Marketing,Unknown,"Hurley, Thomas and Hansen",6812.13,DR,SaaS US,Software tools,COGS
GL0000615,2023-07-27,5000.0,cost of service,Operations,CC400,Bradley PLC,5557.17,DR,SaaS HoldCo,Unknown,COGS
GL0000616,2023-07-20,6200.0,research and development,Sales,Unknown,Owen-Smith,4392.62,DR,SaaS US,Payroll,R&D
GL0000617,2023-07-03,6100.0,sales and marketing,Finance,CC200,"Cuevas, Smith and Martin",-19593.36,CR,SaaS US,Contractor costs,Sales & Marketing
GL0000618,2023-07-06,9999.0,misc expense,Operations,Unknown,Nelson-Allen,4902.41,DR,SaaS US,Software tools,Other
GL0000619,2023-07-01,5000.0,cost of service,Unknown,Unknown,"Tran, Young and Long",5288.63,DR,SaaS HoldCo,Software tools,COGS
GL0000620,2023-07-26,6100.0,s&m,Engineering,CC400,Jacobs PLC,-7692.9,CR,SaaS US,Unknown,Sales & Marketing
GL0000621,2023-07-24,6100.0,sales and marketing,Sales,CC200,Burton-Cox,-18932.56,,SaaS US,Software tools,Sales & Marketing
GL0000622,2023-07-20,6200.0,r&d,Marketing,CC200,Romero-Walker,8708.3,DR,SaaS HoldCo,Unknown,R&D
GL0000623,2023-07-25,6100.0,s&m,Sales,CC400,Mathews PLC,2557.76,DR,SaaS US,Unknown,Sales & Marketing
GL0000624,2023-07-15,6200.0,r&d,Marketing,Unknown,Trujillo-Medina,11124.6,DR,SaaS US,AWS hosting,R&D
GL0000625,2023-07-20,6100.0,sales and marketing,Unknown,CC300,Hughes-Arroyo,1524.43,DR,SaaS US,Refund,Sales & Marketing
GL0000626,2023-07-01,5000.0,cost of service,Unknown,CC400,Moreno Group,-8948.23,,SaaS US,Reclass,COGS
GL0000627,2023-07-18,6100.0,sales & marketing,Engineering,Unknown,"Garcia, Reeves and Bray",-7378.57,CR,SaaS HoldCo,Payroll,Sales & Marketing
GL0000628,2023-07-14,1010.0,cash,Unknown,CC400,Chase PLC,23097.71,DR,SaaS US,AWS hosting,Cash
GL0000629,2023-07-05,5000.0,cost of service,Operations,CC200,"Roberts, Wilson and Dunn",4360.62,DR,SaaS US,Contractor costs,COGS
GL0000630,2023-07-26,6100.0,sales and marketing,Finance,CC200,Wolfe Inc,23382.81,DR,SaaS US,Payroll,Sales & Marketing
GL0000631,2023-08-09,5000.0,cost of service,Sales,CC100,Williams and Sons,18555.69,,SaaS US,Software tools,COGS
GL0000632,2023-08-15,6300.0,g&a,Finance,Unknown,Daniels-Watson,-12832.37,CR,SaaS Canada,Google Ads,G&A
GL0000633,2023-08-01,6200.0,research and development,Operations,CC200,"Garcia, Edwards and Jones",18134.63,DR,SaaS Canada,Reclass,R&D
GL0000634,2023-08-08,1010.0,cash,Engineering,CC400,Bell-Armstrong,1311.44,DR,SaaS HoldCo,Payroll,Cash
GL0000635,2023-08-24,6100.0,s&m,Sales,CC300,Dawson Inc,-23623.51,CR,SaaS Canada,Software tools,Sales & Marketing
GL0000636,2023-08-19,6100.0,sales and marketing,Finance,CC200,"Carr, Lopez and Wells",22539.12,DR,SaaS Canada,Payroll,Sales & Marketing
GL0000637,2023-08-18,6300.0,general and administrative,Operations,Unknown,"Ellis, Sims and Porter",-24254.58,CR,SaaS Canada,Software tools,G&A
GL0000638,2023-08-13,6200.0,r&d,Finance,Unknown,"Davenport, Palmer and Dillon",14416.26,DR,SaaS HoldCo,Reclass,R&D
GL0000639,2023-08-22,5000.0,cost of service,Marketing,CC300,"Erickson, Gillespie and Mann",17989.41,DR,SaaS HoldCo,Contractor costs,COGS
GL0000640,2023-08-01,5000.0,cost of service,Finance,CC300,Kaiser-Decker,19842.35,DR,SaaS US,AWS hosting,COGS
GL0000641,2023-08-03,6300.0,general and administrative,Unknown,Unknown,Green and Sons,18628.48,CR,SaaS US,Unknown,G&A
GL0000642,2023-08-06,5000.0,cost of service,Sales,CC400,"Kennedy, Pearson and Gutierrez",-1789.93,CR,SaaS US,Software tools,COGS
GL0000643,2023-08-09,1010.0,cash,Unknown,CC200,Tucker-Curry,21975.99,DR,SaaS Canada,Payroll,Cash
GL0000644,2023-08-27,1010.0,cash,Unknown,Unknown,Ferrell-Collier,12724.33,DR,SaaS Canada,Software tools,Cash
GL0000645,2023-08-07,5000.0,cost of service,Unknown,CC100,Ramos-Lopez,-2883.82,CR,SaaS Canada,AWS hosting,COGS
GL0000646,2023-08-18,5000.0,cost of service,Engineering,Unknown,"Cox, Sanchez and Jones",-14746.64,,SaaS HoldCo,Payroll,COGS
GL0000647,2023-08-13,6300.0,g&a,Sales,CC200,Bowman PLC,-4050.86,CR,SaaS US,Contractor costs,G&A
GL0000648,2023-08-27,5000.0,cost of service,Unknown,CC300,"Davis, Kelley and Clark",22049.13,DR,SaaS Canada,AWS hosting,COGS
GL0000649,2023-08-15,9999.0,misc expense,Finance,CC100,Norman-Green,7067.91,DR,SaaS US,Contractor costs,Other
GL0000650,2023-08-06,1010.0,cash,Marketing,Unknown,Long Ltd,2434.4,DR,SaaS HoldCo,Unknown,Cash
GL0000651,2023-08-07,6300.0,general and administrative,Engineering,CC300,Valentine-Spencer,19836.09,DR,SaaS Canada,Contractor costs,G&A
GL0000652,2023-08-15,5000.0,cost of service,Unknown,CC200,Hoffman Group,5651.3,DR,SaaS US,Software tools,COGS
GL0000653,2023-08-02,6100.0,sales and marketing,Sales,CC400,"Norton, Gonzales and Lloyd",-19571.82,CR,SaaS US,Contractor costs,Sales & Marketing
GL0000654,2023-08-11,6200.0,r&d,Sales,Unknown,"Lewis, Mccarty and Powell",-13341.65,CR,SaaS US,Payroll,R&D
GL0000655,2023-08-08,6300.0,g&a,Finance,CC400,"Smith, Sullivan and Baldwin",16794.22,DR,SaaS US,Payroll,G&A
GL0000656,2023-08-22,6200.0,research and development,Finance,CC100,"Ellis, Gomez and May",5634.95,DR,SaaS US,Software tools,R&D
GL0000657,2023-08-17,6100.0,s&m,Unknown,Unknown,"Scott, Smith and Griffin",14792.88,DR,SaaS US,Unknown,Sales & Marketing
GL0000658,2023-08-10,6100.0,sales & marketing,Engineering,Unknown,Jefferson Group,16377.6,DR,SaaS US,Reclass,Sales & Marketing
GL0000659,2023-08-10,9999.0,misc expense,Operations,CC100,Flores-Anderson,7204.73,DR,SaaS US,Refund,Other
GL0000660,2023-08-27,6300.0,g&a,Marketing,CC300,Unknown,14927.73,DR,SaaS HoldCo,Software tools,G&A
GL0000661,2023-08-01,6200.0,research and development,Unknown,Unknown,"Chapman, Elliott and Haney",-18403.25,CR,SaaS HoldCo,Software tools,R&D
GL0000662,2023-08-13,6200.0,research and development,Marketing,CC300,Rangel Group,4062.46,DR,SaaS US,Google Ads,R&D
GL0000663,2023-08-17,1010.0,cash,Unknown,CC200,Mueller and Sons,16147.29,DR,SaaS Canada,Refund,Cash
GL0000664,2023-08-05,6200.0,research and development,Unknown,Unknown,Morgan Inc,22101.98,DR,SaaS US,Refund,R&D
GL0000665,2023-08-12,6100.0,sales & marketing,Marketing,CC300,Garcia and Sons,20569.81,DR,SaaS US,Refund,Sales & Marketing
GL0000666,2023-08-08,6100.0,sales & marketing,Finance,Unknown,Schroeder LLC,5238.96,DR,SaaS US,Google Ads,Sales & Marketing
GL0000667,2023-08-16,6200.0,research and development,Marketing,Unknown,Unknown,-5883.88,CR,SaaS Canada,Refund,R&D
GL0000668,2023-08-04,5000.0,cost of service,Sales,CC100,Miranda Group,21616.44,DR,SaaS Canada,Refund,COGS
GL0000669,2023-08-14,6200.0,r&d,Sales,Unknown,Hall-Cooper,12118.16,DR,SaaS Canada,Reclass,R&D
GL0000670,2023-08-19,6200.0,r&d,Marketing,Unknown,Clark LLC,4994.07,DR,SaaS US,Payroll,R&D
GL0000671,2023-08-10,6100.0,s&m,Unknown,CC300,Gonzalez Ltd,17194.26,DR,SaaS Canada,Contractor costs,Sales & Marketing
GL0000672,2023-08-14,6300.0,g&a,Unknown,CC100,Shaw Inc,1503.86,DR,SaaS Canada,Unknown,G&A
GL0000673,2023-08-09,6200.0,research and development,Engineering,CC400,Bonilla Ltd,22963.39,DR,SaaS US,Payroll,R&D
GL0000674,2023-08-10,5000.0,cost of service,Marketing,CC300,Spencer-Woods,-14742.81,CR,SaaS US,Contractor costs,COGS
GL0000675,2023-08-22,6300.0,general and administrative,Marketing,Unknown,Miller Inc,1503.59,DR,SaaS HoldCo,Contractor costs,G&A
GL0000676,2023-08-06,6200.0,research and development,Sales,CC200,"Mathis, Harris and Landry",-1445.33,CR,SaaS US,Unknown,R&D
GL0000677,2023-08-25,9999.0,misc expense,Engineering,CC100,Williams-Miller,3752.55,DR,SaaS US,Payroll,Other
GL0000678,2023-08-08,6200.0,r&d,Marketing,CC200,Miller-Anderson,-2469.08,CR,SaaS US,Google Ads,R&D
GL0000679,2023-08-05,5000.0,cost of service,Sales,Unknown,Arias PLC,17201.32,DR,SaaS US,Refund,COGS
GL0000680,2023-08-17,6100.0,sales & marketing,Sales,CC200,Luna PLC,10461.81,DR,SaaS HoldCo,AWS hosting,Sales & Marketing
GL0000681,2023-08-17,6100.0,sales & marketing,Finance,CC400,Wallace Group,2624.2,DR,SaaS US,Reclass,Sales & Marketing
GL0000682,2023-08-17,1010.0,cash,Finance,Unknown,Macias-Hamilton,6896.92,DR,SaaS HoldCo,Payroll,Cash
GL0000683,2023-08-17,6100.0,s&m,Operations,CC100,"Sellers, Burnett and Burns",8320.45,DR,SaaS HoldCo,Unknown,Sales & Marketing
GL0000684,2023-08-25,5000.0,cost of service,Engineering,Unknown,Craig Group,2079.84,DR,SaaS US,Google Ads,COGS
GL0000685,2023-08-16,6100.0,s&m,Engineering,CC200,"Mckenzie, Jackson and Martin",18006.48,DR,SaaS HoldCo,Reclass,Sales & Marketing
GL0000686,2023-08-02,6200.0,r&d,Operations,Unknown,Miller and Sons,19252.77,DR,SaaS US,Reclass,R&D
GL0000687,2023-08-10,5000.0,cost of service,Unknown,CC300,Rodgers-Harrison,7533.25,DR,SaaS US,Contractor costs,COGS
GL0000688,2023-08-07,6100.0,s&m,Unknown,CC300,Gonzales-Herrera,1577.61,DR,SaaS US,Unknown,Sales & Marketing
GL0000689,2023-08-23,5000.0,cost of service,Unknown,Unknown,"Byrd, Bailey and Ruiz",6942.82,DR,SaaS Canada,Google Ads,COGS
GL0000690,2023-08-02,9999.0,misc expense,Finance,CC400,White Group,-15996.09,CR,SaaS Canada,Reclass,Other
GL0000691,2023-08-24,6100.0,sales & marketing,Finance,CC300,"Taylor, Jacobs and Sanchez",-12816.83,CR,SaaS Canada,Payroll,Sales & Marketing
GL0000692,2023-08-20,6300.0,general and administrative,Operations,Unknown,Miller-Murphy,3037.04,DR,SaaS US,Unknown,G&A
GL0000693,2023-08-03,6200.0,r&d,Operations,CC200,"Romero, Norris and Macias",21147.32,DR,SaaS US,AWS hosting,R&D
GL0000694,2023-08-14,1010.0,cash,Unknown,CC300,James-Howard,21860.39,,SaaS HoldCo,Contractor costs,Cash
GL0000695,2023-08-19,6200.0,research and development,Finance,CC100,Hines Inc,-23523.2,CR,SaaS Canada,Google Ads,R&D
GL0000696,2023-08-09,5000.0,cost of service,Finance,CC300,Young LLC,9989.22,DR,SaaS HoldCo,Software tools,COGS
GL0000697,2023-08-24,9999.0,misc expense,Finance,Unknown,Wells Inc,9938.24,DR,SaaS HoldCo,Unknown,Other
GL0000698,2023-08-27,5000.0,cost of service,Marketing,CC400,"Walker, Bowers and Garcia",1852.08,,SaaS US,Payroll,COGS
GL0000699,2023-08-23,6100.0,sales & marketing,Operations,CC300,York-Walton,-8739.31,CR,SaaS US,Refund,Sales & Marketing
GL0000700,2023-08-27,5000.0,cost of service,Sales,Unknown,"James, Mccarthy and Taylor",12056.81,DR,SaaS HoldCo,AWS hosting,COGS
GL0000701,2023-08-07,5000.0,cost of service,Finance,Unknown,Greene-Tucker,24518.04,DR,SaaS US,AWS hosting,COGS
GL0000702,2023-08-07,6100.0,sales and marketing,Finance,Unknown,Johnson Group,-10847.33,CR,SaaS Canada,Refund,Sales & Marketing
GL0000703,2023-08-13,6300.0,general and administrative,Finance,CC200,"Wilson, Johnson and Carlson",3746.1,DR,SaaS Canada,Unknown,G&A
GL0000704,2023-08-21,6300.0,general and administrative,Sales,CC100,Carlson-Harris,22531.13,DR,SaaS HoldCo,Software tools,G&A
GL0000705,2023-08-05,6200.0,research and development,Finance,CC100,Gentry LLC,17100.58,DR,SaaS HoldCo,Software tools,R&D
GL0000706,2023-08-15,6100.0,sales & marketing,Unknown,Unknown,Fritz-Finley,15156.21,DR,SaaS Canada,Software tools,Sales & Marketing
GL0000707,2023-08-18,6300.0,g&a,Engineering,CC100,Dixon-Miles,-10054.86,CR,SaaS US,Unknown,G&A
GL0000708,2023-08-07,6100.0,s&m,Finance,CC200,Flores PLC,2576.57,DR,SaaS US,Reclass,Sales & Marketing
GL0000709,2023-08-19,6300.0,general and administrative,Engineering,CC200,Mckay-Wilson,-12269.85,CR,SaaS US,Google Ads,G&A
GL0000710,2023-08-09,1010.0,cash,Engineering,CC400,Bell-Valentine,16813.29,DR,SaaS US,AWS hosting,Cash
GL0000711,2023-08-19,5000.0,cost of service,Sales,Unknown,"Cooley, Washington and Moore",17038.95,DR,SaaS US,Contractor costs,COGS
