customer_id,customer_name,industry,region,country,signup_date,acquisition_channel,account_status,plan_name,billing_frequency
CUST0261,Little Group,Unknown,Unknown,Usa,2025-05-22,Paid Search,Active,Enterprise,Monthly
CUST0262,"Reeves, Long And Taylor",Saas,North America,Canada,2025-12-12,Referral,Active,Basic,Monthly
CUST0263,Baxter-Porter,Fintech,North America,Unknown,2024-09-10,Paid Search,Churned,Growth,Annual
CUST0264,"Cross, Martin And Underwood",Manufacturing,APAC,India,2026-04-06,Paid Search,Active,Growth,Monthly
CUST0265,Tanner And Sons,Saas,EMEA,Netherlands,2024-10-13,Referral,Active,Enterprise,Monthly
CUST0266,Vaughn Group,Education,APAC,India,2025-06-20,Organic,Active,Pro,Monthly
CUST0267,Holden-Bird,Fintech,EMEA,Germany,2024-10-26,Outbound,Active,Growth,Monthly
CUST0268,Martinez Llc,Retail,EMEA,Germany,2024-04-28,Paid Search,Active,Pro,Monthly
CUST0269,Craig Llc,Saas,North America,Canada,2025-09-09,Partner,Unknown,Basic,Annual
CUST0270,Miller Plc,Fintech,North America,Canada,2025-02-16,Partner,Active,Pro,Annual
CUST0271,Johnson-Chapman,Retail,EMEA,Netherlands,2025-09-07,Paid Search,Active,Pro,Annual
CUST0272,"Smith, Evans And Gross",Manufacturing,EMEA,Netherlands,,Paid Search,Paused,Growth,Monthly
CUST0273,Paul-King,Retail,APAC,Australia,2025-04-12,Paid Search,Churned,Basic,Annual
CUST0274,"Fisher, Chambers And Martin",Healthcare,APAC,Singapore,2025-03-12,Partner,Churned,Basic,Monthly
CUST0275,Jones Group,Saas,North America,Canada,2025-06-29,Outbound,Active,Unknown,Annual
CUST0276,Clayton-Jackson,Retail,APAC,Australia,2026-03-28,Paid Search,Active,Basic,Monthly
CUST0277,Martinez-Rodgers,Saas,North America,Usa,2025-05-03,Partner,Paused,Pro,Monthly
CUST0278,Sanders And Sons,Retail,North America,Canada,2024-09-22,Referral,Active,Basic,Monthly
CUST0279,"Cruz, King And Chen",Unknown,Unknown,Usa,2025-12-16,Organic,Active,Pro,Annual
CUST0280,Johnson-Johnson,Retail,APAC,India,2025-07-04,Referral,Paused,Basic,Annual
CUST0281,"Manning, Hughes And Smith",Education,EMEA,Unknown,2024-11-02,Partner,Paused,Basic,Monthly
CUST0282,Nunez Plc,Education,APAC,Australia,2024-06-09,Paid Search,Paused,Growth,Monthly
CUST0283,"Luna, Brewer And Cortez",Retail,North America,Canada,2025-10-30,Partner,Active,Basic,Monthly
CUST0284,"Austin, Foster And Brown",Education,APAC,Singapore,,Paid Search,Churned,Growth,Annual
CUST0285,"Jordan, Mendez And Boyd",Retail,EMEA,Germany,2024-06-20,Outbound,Active,Growth,Annual
CUST0286,"Hughes, Ellis And Vang",Fintech,North America,Usa,2025-03-03,Paid Search,Active,Growth,Monthly
CUST0287,"Schmitt, Roy And Jensen",Education,Unknown,Usa,2025-05-15,Organic,Active,Growth,Monthly
CUST0288,Wolfe And Sons,Retail,EMEA,Uk,2025-11-08,Organic,Active,Growth,Annual
CUST0289,"Levy, Johns And Erickson",Manufacturing,Unknown,Canada,2024-10-11,Organic,Paused,Pro,Monthly
CUST0290,"Perez, Chavez And Gardner",Education,APAC,Australia,,Paid Search,Active,Growth,Monthly
CUST0291,Mitchell-Newton,Unknown,North America,Canada,2025-06-23,Referral,Active,Growth,Monthly
CUST0292,Brown-Hogan,Manufacturing,EMEA,Uk,2024-09-23,Paid Search,Paused,Enterprise,Monthly
CUST0293,Parker-Ford,Healthcare,EMEA,Netherlands,2025-10-11,Referral,Active,Pro,Monthly
CUST0294,Taylor-Brown,Education,EMEA,Uk,2025-11-04,Partner,Active,Growth,Monthly
CUST0295,"Todd, Gardner And Moore",Healthcare,North America,Canada,2025-05-27,Paid Search,Paused,Enterprise,Monthly
CUST0296,Duarte And Sons,Manufacturing,North America,Canada,2025-08-02,Partner,Active,Pro,Monthly
CUST0297,"Massey, Jones And Carpenter",Manufacturing,North America,Usa,2025-02-17,Partner,Paused,Pro,Monthly
CUST0298,Rivera-Compton,Unknown,North America,Usa,2024-07-23,Referral,Active,Basic,Monthly
CUST0299,"Parsons, Hunter And Drake",Education,EMEA,Germany,2025-11-12,Outbound,Churned,Pro,Monthly
CUST0300,Evans-Walls,Manufacturing,North America,Usa,2025-04-23,Organic,Paused,Growth,Monthly
CUST0301,"Jimenez, Jarvis And Morrison",Fintech,APAC,India,2024-11-01,Referral,Active,Enterprise,Monthly
CUST0302,Scott-Schaefer,Manufacturing,EMEA,Unknown,2024-05-03,Organic,Active,Growth,Monthly
CUST0303,Stout Ltd,Healthcare,APAC,India,2024-07-21,Partner,Paused,Growth,Monthly
CUST0304,Williams-Ortiz,Unknown,EMEA,Netherlands,2024-08-26,Outbound,Paused,Growth,Annual
CUST0305,"Pierce, Jones And Perez",Manufacturing,APAC,Australia,2025-08-18,Referral,Active,Growth,Annual
CUST0306,Smith Plc,Saas,APAC,Australia,2024-08-06,Paid Search,Active,Pro,Annual
CUST0307,"Meyer, Juarez And Lewis",Manufacturing,North America,Canada,2025-02-24,Outbound,Active,Enterprise,Monthly
CUST0308,"Bray, Watson And Le",Fintech,APAC,Australia,2025-01-22,Paid Search,Active,Basic,Annual
CUST0309,Kelly-Garcia,Education,EMEA,Netherlands,2026-02-21,Organic,Active,Enterprise,Monthly
CUST0310,"Leon, Gutierrez And James",Healthcare,EMEA,Uk,2025-08-14,Outbound,Unknown,Enterprise,Annual
CUST0311,Robinson-Mathews,Retail,North America,Usa,2024-07-24,Outbound,Active,Growth,Annual
CUST0312,Jordan Llc,Education,EMEA,Netherlands,2025-12-06,Referral,Active,Enterprise,Monthly
CUST0313,Guerrero-Moss,Unknown,EMEA,Uk,2026-02-19,Referral,Active,Growth,Annual
CUST0314,Rosales Ltd,Healthcare,EMEA,Germany,2024-04-25,Referral,Active,Pro,Monthly
CUST0315,Hall-Fox,Healthcare,North America,Canada,2026-02-03,Referral,Active,Pro,Monthly
CUST0316,"Brewer, Wright And Morales",Saas,APAC,India,2024-10-16,Partner,Paused,Growth,Monthly
CUST0317,Watkins Plc,Education,North America,Canada,2025-04-23,Partner,Active,Pro,Monthly
CUST0318,Burke And Sons,Unknown,EMEA,Germany,2025-11-23,Paid Search,Unknown,Enterprise,Monthly
CUST0319,Melton Group,Manufacturing,Unknown,Canada,2024-07-29,Partner,Active,Growth,Annual
CUST0320,"Parks, Farley And Bell",Education,EMEA,Uk,2025-10-18,Paid Search,Active,Pro,Annual
