gl_txn_id,txn_date,period,account_code,account_name,account_category,department,cost_center,vendor_customer,amount,dr_cr,entity,memo
GL0000393,2023-05-21,2023-05-01,6200.0,r&d,R&D,Sales,Unknown,"Gonzales, Chapman and Williams",-22785.41,CR,SaaS Canada,Software tools
GL0000394,2023-05-23,2023-05-01,6100.0,sales and marketing,Sales & Marketing,Operations,CC300,Carter-Cook,8723.86,DR,SaaS Canada,Unknown
GL0000395,2023-05-27,2023-05-01,5000.0,cost of service,COGS,Sales,Unknown,"Sanders, Flores and Sanders",-3400.3,CR,SaaS Canada,AWS hosting
GL0000396,2023-05-04,2023-05-01,6200.0,research and development,R&D,Unknown,CC400,Rodriguez LLC,-24608.6,CR,SaaS US,Refund
GL0000397,2023-05-11,2023-05-01,6300.0,g&a,G&A,Sales,CC200,"Nichols, Hawkins and Garrett",-1086.55,CR,SaaS Canada,Payroll
GL0000398,2023-05-18,2023-05-01,6100.0,sales and marketing,Sales & Marketing,Marketing,Unknown,Campbell-Dennis,-24198.76,CR,SaaS US,Software tools
GL0000399,2023-05-06,2023-05-01,6100.0,s&m,Sales & Marketing,Finance,CC300,"Estrada, Huynh and Vega",-18219.37,CR,SaaS US,Payroll
GL0000400,2023-05-18,2023-05-01,1010.0,cash,Cash,Engineering,Unknown,"Bell, Schmidt and French",11446.99,DR,SaaS HoldCo,Google Ads
GL0000401,2023-05-04,2023-05-01,1010.0,cash,Cash,Operations,CC300,Cook LLC,-22029.36,CR,SaaS Canada,Reclass
GL0000402,2023-05-23,2023-05-01,6100.0,sales & marketing,Sales & Marketing,Finance,CC100,Morgan-Davis,16202.33,DR,SaaS US,Contractor costs
GL0000403,2023-05-19,2023-05-01,5000.0,cost of service,COGS,Sales,CC300,Miller Inc,23540.74,DR,SaaS HoldCo,Unknown
GL0000404,2023-05-05,2023-05-01,6200.0,r&d,R&D,Finance,Unknown,Edwards PLC,6760.92,DR,SaaS US,Contractor costs
GL0000405,2023-05-16,2023-05-01,5000.0,cost of service,COGS,Unknown,Unknown,"Campbell, Johnson and Turner",-3631.0,CR,SaaS HoldCo,Payroll
GL0000406,2023-05-22,2023-05-01,6200.0,r&d,R&D,Sales,CC100,Townsend-Todd,-2329.38,CR,SaaS US,Google Ads
GL0000407,2023-05-16,2023-05-01,6300.0,general and administrative,G&A,Engineering,CC300,Campbell-Nguyen,-15079.43,CR,SaaS US,Reclass
GL0000408,2023-05-06,2023-05-01,9999.0,misc expense,Other,Engineering,CC200,Price-Daniels,4848.96,DR,SaaS Canada,Payroll
GL0000409,2023-05-22,2023-05-01,9999.0,misc expense,Other,Sales,Unknown,Johnson Ltd,-15082.06,CR,SaaS Canada,Unknown
GL0000410,2023-05-24,2023-05-01,5000.0,cost of service,COGS,Engineering,Unknown,"Randall, Mcdaniel and Sullivan",23529.06,DR,SaaS US,Unknown
GL0000411,2023-05-04,2023-05-01,Unknown,s&m,Sales & Marketing,Finance,Unknown,"Caldwell, Valdez and Hansen",6585.0,DR,SaaS US,Unknown
GL0000412,2023-05-25,2023-05-01,1010.0,cash,Cash,Unknown,CC300,Best-Hughes,18717.2,DR,SaaS US,Software tools
GL0000413,2023-05-10,2023-05-01,5000.0,cost of service,COGS,Unknown,CC300,Phelps Ltd,14789.61,DR,SaaS Canada,Reclass
GL0000414,2023-05-13,2023-05-01,6100.0,s&m,Sales & Marketing,Unknown,CC200,Garcia Group,7169.96,DR,SaaS US,Unknown
GL0000415,2023-05-24,2023-05-01,9999.0,misc expense,Other,Finance,CC300,Martinez-Ball,16383.31,DR,SaaS US,Google Ads
GL0000416,2023-05-19,2023-05-01,6300.0,g&a,G&A,Unknown,Unknown,"Morales, Myers and Ramirez",-21085.68,CR,SaaS Canada,Unknown
GL0000417,2023-05-11,2023-05-01,5000.0,cost of service,COGS,Operations,Unknown,Taylor-Perkins,2536.0,DR,SaaS Canada,Reclass
GL0000418,2023-05-24,2023-05-01,1010.0,cash,Cash,Engineering,CC200,Yates Ltd,3320.55,DR,SaaS US,Refund
GL0000419,2023-05-27,2023-05-01,5000.0,cost of service,COGS,Finance,CC100,Brown-Scott,-3705.69,CR,SaaS US,Unknown
GL0000420,2023-05-25,2023-05-01,1010.0,cash,Cash,Engineering,CC100,"Mitchell, Mccormick and Alexander",-7146.57,CR,SaaS US,Unknown
GL0000421,2023-05-20,2023-05-01,9999.0,misc expense,Other,Marketing,CC100,Smith-Mccarthy,-21888.61,CR,SaaS Canada,Google Ads
GL0000422,2023-05-16,2023-05-01,5000.0,cost of service,COGS,Engineering,CC400,Mccormick Ltd,-1656.9,CR,SaaS HoldCo,Reclass
GL0000423,2023-05-22,2023-05-01,6100.0,sales & marketing,Sales & Marketing,Engineering,CC200,"Cunningham, Smith and Jimenez",22582.69,DR,SaaS Canada,AWS hosting
GL0000424,2023-05-12,2023-05-01,5000.0,cost of service,COGS,Unknown,CC400,Johnson LLC,-16603.75,CR,SaaS Canada,Contractor costs
GL0000425,2023-05-08,2023-05-01,6100.0,sales & marketing,Sales & Marketing,Engineering,CC300,Orozco-Miranda,18538.3,DR,SaaS US,Contractor costs
GL0000426,2023-05-12,2023-05-01,9999.0,misc expense,Other,Unknown,CC100,"Martinez, Cobb and Jones",2620.03,DR,SaaS Canada,Google Ads
GL0000427,2023-05-01,2023-05-01,1010.0,cash,Cash,Unknown,CC100,"Page, Grimes and White",-7688.68,CR,SaaS US,Payroll
GL0000428,2023-05-19,2023-05-01,6100.0,sales and marketing,Sales & Marketing,Engineering,CC200,"Cabrera, Andrade and Jones",3766.22,DR,SaaS US,Unknown
GL0000429,2023-05-07,2023-05-01,5000.0,cost of service,COGS,Unknown,CC300,Lawson-Adams,14529.22,DR,SaaS Canada,Refund
GL0000430,2023-05-20,2023-05-01,Unknown,misc expense,Other,Sales,Unknown,Sanchez PLC,20926.83,DR,SaaS HoldCo,Google Ads
GL0000431,2023-05-14,2023-05-01,5000.0,cost of service,COGS,Operations,CC200,"Craig, White and Prince",10158.67,DR,SaaS Canada,AWS hosting
GL0000432,2023-05-05,2023-05-01,6100.0,s&m,Sales & Marketing,Operations,CC200,"Gonzalez, Wyatt and Payne",-1896.44,CR,SaaS Canada,Software tools
GL0000433,2023-05-18,2023-05-01,6300.0,general and administrative,G&A,Marketing,CC400,"Graham, Oconnor and Gibson",10155.26,DR,SaaS US,Contractor costs
GL0000434,2023-05-18,2023-05-01,5000.0,cost of service,COGS,Finance,Unknown,"Mcguire, Johnson and Stewart",16018.47,DR,SaaS HoldCo,Reclass
GL0000435,2023-05-24,2023-05-01,6200.0,research and development,R&D,Sales,Unknown,Smith-Bell,8885.62,DR,SaaS HoldCo,Google Ads
GL0000436,2023-05-13,2023-05-01,6100.0,sales & marketing,Sales & Marketing,Marketing,CC300,Lane-Roy,-10928.47,CR,SaaS US,Contractor costs
GL0000437,2023-05-09,2023-05-01,9999.0,misc expense,Other,Marketing,CC100,"Coleman, Cruz and Alvarez",8845.09,CR,SaaS HoldCo,AWS hosting
GL0000438,2023-05-13,2023-05-01,5000.0,cost of service,COGS,Unknown,CC200,"Tucker, Cobb and Gregory",22062.36,DR,SaaS Canada,Refund
GL0000439,2023-05-13,2023-05-01,6200.0,research and development,R&D,Operations,CC300,"Mosley, Lewis and Gamble",-23457.42,CR,SaaS HoldCo,Google Ads
GL0000440,2023-05-25,2023-05-01,5000.0,cost of service,COGS,Unknown,CC200,"Barrera, Armstrong and Brown",3020.09,DR,SaaS Canada,Contractor costs
GL0000441,2023-05-02,2023-05-01,6100.0,s&m,Sales & Marketing,Engineering,Unknown,"Stafford, Jackson and Anderson",11632.96,DR,SaaS US,Payroll
GL0000442,2023-05-06,2023-05-01,6200.0,research and development,R&D,Unknown,Unknown,Rodriguez Ltd,-13276.36,CR,SaaS HoldCo,Refund
GL0000443,2023-05-13,2023-05-01,5000.0,cost of service,COGS,Unknown,Unknown,"Reed, Nelson and Morris",-21883.43,CR,SaaS HoldCo,Refund
GL0000444,2023-05-10,2023-05-01,6100.0,sales and marketing,Sales & Marketing,Unknown,CC300,"Schwartz, Mendoza and Dennis",-2769.04,CR,SaaS HoldCo,Contractor costs
GL0000445,2023-05-02,2023-05-01,Unknown,r&d,R&D,Unknown,Unknown,Drake-Mccall,-22719.45,DR,SaaS US,Reclass
GL0000446,2023-05-14,2023-05-01,9999.0,misc expense,Other,Unknown,Unknown,Bell and Sons,13529.16,DR,SaaS HoldCo,Unknown
GL0000447,2023-05-06,2023-05-01,6300.0,g&a,G&A,Marketing,Unknown,Holland PLC,24695.57,DR,SaaS Canada,Payroll
GL0000448,2023-05-24,2023-05-01,6200.0,research and development,R&D,Unknown,CC400,Howell Group,16660.63,DR,SaaS HoldCo,Payroll
GL0000449,2023-05-02,2023-05-01,6100.0,sales & marketing,Sales & Marketing,Operations,CC400,"Ingram, Fowler and Rojas",-20437.03,CR,SaaS HoldCo,Reclass
GL0000450,2023-05-23,2023-05-01,6300.0,general and administrative,G&A,Unknown,CC200,"Nelson, Cruz and Daniels",-7227.71,CR,SaaS US,Payroll
GL0000451,2023-06-25,2023-06-01,5000.0,cost of service,COGS,Marketing,CC400,"Smith, Carter and Olson",-2228.31,DR,SaaS US,AWS hosting
GL0000452,2023-06-25,2023-06-01,6300.0,general and administrative,G&A,Marketing,Unknown,Daniels PLC,3914.62,DR,SaaS US,Refund
GL0000453,2023-06-02,2023-06-01,6100.0,sales and marketing,Sales & Marketing,Operations,CC300,Flores PLC,-7426.04,CR,SaaS US,Refund
GL0000454,2023-06-10,2023-06-01,6300.0,g&a,G&A,Operations,CC100,Boyer Group,19683.24,DR,SaaS US,Contractor costs
GL0000455,2023-06-10,2023-06-01,6100.0,s&m,Sales & Marketing,Unknown,Unknown,Thomas-Reyes,-14727.58,CR,SaaS US,Google Ads
GL0000456,2023-06-03,2023-06-01,6100.0,sales and marketing,Sales & Marketing,Finance,Unknown,"Lyons, Lewis and Pollard",11537.27,DR,SaaS US,Reclass
GL0000457,2023-06-14,2023-06-01,5000.0,cost of service,COGS,Engineering,CC300,Bennett Group,-5041.94,CR,SaaS US,Payroll
GL0000458,2023-06-20,2023-06-01,6200.0,r&d,R&D,Finance,Unknown,Smith-Robinson,-2466.73,CR,SaaS US,AWS hosting
GL0000459,2023-06-24,2023-06-01,6300.0,g&a,G&A,Finance,CC100,Lam and Sons,17309.24,DR,SaaS HoldCo,Payroll
GL0000460,2023-06-13,2023-06-01,5000.0,cost of service,COGS,Unknown,CC300,"Murray, Baker and Miller",-4816.6,CR,SaaS Canada,Reclass
GL0000461,2023-06-02,2023-06-01,6200.0,r&d,R&D,Engineering,CC200,Unknown,4566.1,DR,SaaS US,Refund
GL0000462,2023-06-22,2023-06-01,1010.0,cash,Cash,Marketing,CC300,Williams-Perez,-19847.07,CR,SaaS HoldCo,Payroll
GL0000463,2023-06-13,2023-06-01,6100.0,sales & marketing,Sales & Marketing,Sales,Unknown,Fernandez LLC,4647.2,DR,SaaS US,Unknown
GL0000464,2023-06-27,2023-06-01,1010.0,cash,Cash,Marketing,Unknown,Black Inc,11109.51,DR,SaaS US,AWS hosting
GL0000465,2023-06-04,2023-06-01,6200.0,research and development,R&D,Sales,CC100,Johnson and Sons,-23618.99,,SaaS US,Software tools
GL0000466,2023-06-05,2023-06-01,1010.0,cash,Cash,Marketing,CC200,Brady-Coleman,11791.88,DR,SaaS US,Payroll
GL0000467,2023-06-04,2023-06-01,9999.0,misc expense,Other,Sales,Unknown,"Bridges, Foley and Simmons",1822.11,DR,SaaS US,AWS hosting
GL0000468,2023-06-08,2023-06-01,9999.0,misc expense,Other,Sales,CC200,Ford LLC,-15009.77,CR,SaaS Canada,Google Ads
GL0000469,2023-06-25,2023-06-01,6100.0,sales and marketing,Sales & Marketing,Engineering,CC400,Russell-Smith,17542.82,DR,SaaS US,Software tools
GL0000470,2023-06-17,2023-06-01,6100.0,sales & marketing,Sales & Marketing,Unknown,Unknown,Chandler and Sons,13117.38,,SaaS Canada,Payroll
GL0000471,2023-06-22,2023-06-01,6100.0,sales and marketing,Sales & Marketing,Sales,Unknown,Montgomery and Sons,-12316.39,CR,SaaS Canada,AWS hosting
GL0000472,2023-06-05,2023-06-01,6100.0,sales & marketing,Sales & Marketing,Marketing,CC100,Reyes PLC,-4954.55,CR,SaaS HoldCo,Contractor costs
GL0000473,2023-06-19,2023-06-01,6300.0,general and administrative,G&A,Unknown,CC200,Smith-Dougherty,24566.29,DR,SaaS Canada,Contractor costs
GL0000474,2023-06-07,2023-06-01,1010.0,cash,Cash,Engineering,CC100,"Williams, Clark and King",18579.15,DR,SaaS HoldCo,Reclass
GL0000475,2023-06-03,2023-06-01,6100.0,sales & marketing,Sales & Marketing,Operations,CC300,Hayes-Harris,-16802.21,CR,SaaS Canada,Payroll
GL0000476,2023-06-06,2023-06-01,6200.0,research and development,R&D,Marketing,Unknown,Daniels PLC,-9313.23,CR,SaaS US,Refund
GL0000477,2023-06-06,2023-06-01,6300.0,general and administrative,G&A,Operations,Unknown,Lloyd PLC,-22783.34,CR,SaaS Canada,Google Ads
GL0000478,2023-06-15,2023-06-01,6100.0,sales & marketing,Sales & Marketing,Finance,CC400,Donaldson-Beard,17980.88,DR,SaaS HoldCo,Software tools
GL0000479,2023-06-07,2023-06-01,1010.0,cash,Cash,Marketing,Unknown,"Smith, Hill and Douglas",-7086.69,CR,SaaS US,AWS hosting
GL0000480,2023-06-26,2023-06-01,6100.0,sales and marketing,Sales & Marketing,Unknown,CC400,Mccoy Group,6344.66,DR,SaaS US,AWS hosting
GL0000481,2023-06-19,2023-06-01,6100.0,s&m,Sales & Marketing,Marketing,CC100,White-Johnson,8727.59,DR,SaaS US,AWS hosting
GL0000482,2023-06-04,2023-06-01,6300.0,general and administrative,G&A,Operations,Unknown,Randolph-Wilson,22743.71,DR,SaaS US,AWS hosting
GL0000483,2023-06-22,2023-06-01,1010.0,cash,Cash,Marketing,Unknown,Williams Ltd,-18915.03,CR,SaaS US,Refund
GL0000484,2023-06-18,2023-06-01,9999.0,misc expense,Other,Marketing,Unknown,Unknown,18562.53,DR,SaaS HoldCo,Payroll
GL0000485,2023-06-17,2023-06-01,5000.0,cost of service,COGS,Unknown,CC400,Valdez and Sons,-2920.99,DR,SaaS Canada,Reclass
GL0000486,2023-06-17,2023-06-01,1010.0,cash,Cash,Sales,CC200,Unknown,-9383.85,CR,SaaS Canada,Contractor costs
GL0000487,2023-06-01,2023-06-01,5000.0,cost of service,COGS,Engineering,CC200,"Henson, Mccoy and Costa",21929.28,DR,SaaS HoldCo,Payroll
GL0000488,2023-06-05,2023-06-01,6100.0,s&m,Sales & Marketing,Unknown,CC200,"Branch, Curtis and Thomas",5846.58,DR,SaaS US,Refund
GL0000489,2023-06-12,2023-06-01,6100.0,s&m,Sales & Marketing,Engineering,CC100,Anderson-Lewis,-13389.59,CR,SaaS Canada,Reclass
GL0000490,2023-06-21,2023-06-01,1010.0,cash,Cash,Finance,Unknown,Olson-Mccarthy,-8423.84,CR,SaaS US,Reclass
GL0000491,2023-06-20,2023-06-01,1010.0,cash,Cash,Engineering,CC300,Phillips-Kim,10262.11,CR,SaaS Canada,Refund
GL0000492,2023-06-26,2023-06-01,6300.0,general and administrative,G&A,Engineering,Unknown,Marquez Inc,15172.24,DR,SaaS HoldCo,Refund
GL0000493,2023-06-15,2023-06-01,5000.0,cost of service,COGS,Unknown,CC100,"Smith, Baldwin and Dudley",23950.52,DR,SaaS Canada,Refund
GL0000494,2023-06-11,2023-06-01,6100.0,sales & marketing,Sales & Marketing,Sales,CC100,Gomez-Smith,17398.64,DR,SaaS Canada,AWS hosting
GL0000495,2023-06-22,2023-06-01,6300.0,general and administrative,G&A,Operations,CC400,"Benjamin, Miller and Sullivan",-13813.9,CR,SaaS Canada,Payroll
GL0000496,2023-06-06,2023-06-01,1010.0,cash,Cash,Engineering,CC300,Hart Ltd,17621.86,DR,SaaS Canada,Reclass
GL0000497,2023-06-20,2023-06-01,6100.0,sales & marketing,Sales & Marketing,Finance,Unknown,Gould Group,18244.8,DR,SaaS US,Contractor costs
GL0000498,2023-06-07,2023-06-01,6100.0,sales and marketing,Sales & Marketing,Operations,CC400,Serrano Inc,15114.64,DR,SaaS US,Reclass
GL0000499,2023-06-26,2023-06-01,Unknown,r&d,R&D,Unknown,CC300,"Carrillo, Torres and Thompson",14618.54,DR,SaaS US,Google Ads
GL0000500,2023-06-20,2023-06-01,1010.0,cash,Cash,Marketing,CC200,Durham-Bailey,23235.55,DR,SaaS Canada,Refund
GL0000501,2023-06-08,2023-06-01,6100.0,sales & marketing,Sales & Marketing,Sales,CC100,Clarke PLC,13115.25,DR,SaaS HoldCo,Software tools
GL0000502,2023-06-16,2023-06-01,6100.0,sales and marketing,Sales & Marketing,Engineering,Unknown,Kelley-Finley,17154.72,DR,SaaS Canada,Contractor costs
GL0000503,2023-06-12,2023-06-01,6100.0,sales & marketing,Sales & Marketing,Finance,CC100,Preston-Lopez,-9856.35,CR,SaaS US,Payroll
GL0000504,2023-06-08,2023-06-01,6100.0,sales and marketing,Sales & Marketing,Marketing,Unknown,Baker-Cherry,15949.03,DR,SaaS HoldCo,Contractor costs
GL0000505,2023-06-22,2023-06-01,9999.0,misc expense,Other,Unknown,Unknown,Stewart-Marshall,7589.72,DR,SaaS US,Payroll
GL0000506,2023-06-17,2023-06-01,6100.0,sales & marketing,Sales & Marketing,Unknown,CC400,Lang-Roberts,16148.18,DR,SaaS Canada,Google Ads
GL0000507,2023-06-24,2023-06-01,6200.0,r&d,R&D,Unknown,CC400,Humphrey-Carlson,10478.77,DR,SaaS HoldCo,Payroll
GL0000508,2023-06-07,2023-06-01,6300.0,g&a,G&A,Sales,CC200,Perez Ltd,13658.27,DR,SaaS HoldCo,Reclass
GL0000509,2023-06-22,2023-06-01,6100.0,sales and marketing,Sales & Marketing,Operations,CC300,Richardson-Garcia,-2790.72,DR,SaaS Canada,Google Ads
GL0000510,2023-06-22,2023-06-01,6200.0,research and development,R&D,Marketing,Unknown,"Soto, Mckenzie and Williams",4730.4,DR,SaaS Canada,AWS hosting
GL0000511,2023-06-14,2023-06-01,1010.0,cash,Cash,Unknown,CC100,Alvarez-Burnett,18867.72,DR,SaaS US,Refund
GL0000512,2023-06-27,2023-06-01,6200.0,r&d,R&D,Engineering,CC100,Dorsey and Sons,16999.54,DR,SaaS US,AWS hosting
GL0000513,2023-06-09,2023-06-01,6100.0,s&m,Sales & Marketing,Engineering,CC400,"Gibson, Anderson and Stevens",10117.83,DR,SaaS HoldCo,Google Ads
GL0000514,2023-06-06,2023-06-01,6300.0,g&a,G&A,Engineering,CC300,"Harris, David and Hernandez",7984.16,DR,SaaS US,AWS hosting
GL0000515,2023-06-24,2023-06-01,5000.0,cost of service,COGS,Sales,CC100,Reyes-Johnson,6070.11,DR,SaaS US,Google Ads
GL0000516,2023-06-26,2023-06-01,6200.0,research and development,R&D,Sales,Unknown,"Howard, Evans and Davies",9482.48,DR,SaaS US,Google Ads
GL0000517,2023-06-17,2023-06-01,6100.0,sales and marketing,Sales & Marketing,Finance,CC300,Moore-Foley,-12599.64,CR,SaaS Canada,AWS hosting
GL0000518,2023-06-01,2023-06-01,1010.0,cash,Cash,Finance,Unknown,Moore LLC,3303.42,DR,SaaS HoldCo,Unknown
GL0000519,2023-06-27,2023-06-01,6200.0,r&d,R&D,Finance,CC400,Murray Group,5012.73,DR,SaaS HoldCo,Contractor costs
GL0000520,2023-06-27,2023-06-01,5000.0,cost of service,COGS,Marketing,CC200,Gentry-Burns,1731.6,DR,SaaS US,AWS hosting
GL0000521,2023-06-26,2023-06-01,6100.0,sales & marketing,Sales & Marketing,Engineering,CC200,George-Rodriguez,1594.58,DR,SaaS Canada,Payroll
GL0000522,2023-06-18,2023-06-01,6200.0,r&d,R&D,Unknown,CC400,Thompson-Dean,-12238.5,CR,SaaS US,Reclass
GL0000523,2023-06-07,2023-06-01,6200.0,research and development,R&D,Engineering,CC400,Sanders LLC,23959.22,DR,SaaS US,AWS hosting
GL0000524,2023-06-17,2023-06-01,9999.0,misc expense,Other,Finance,CC200,Garza-Holt,21136.33,DR,SaaS US,Unknown
GL0000525,2023-06-22,2023-06-01,9999.0,misc expense,Other,Operations,Unknown,Davis and Sons,-16931.44,CR,SaaS US,AWS hosting
GL0000526,2023-06-22,2023-06-01,6100.0,sales and marketing,Sales & Marketing,Marketing,CC200,Ortega-Andrews,14842.95,DR,SaaS Canada,Contractor costs
GL0000527,2023-06-18,2023-06-01,9999.0,misc expense,Other,Finance,Unknown,Johnson-Santiago,-12838.35,CR,SaaS US,Unknown
GL0000528,2023-06-05,2023-06-01,9999.0,misc expense,Other,Unknown,CC100,Brewer LLC,8540.02,DR,SaaS US,Refund
GL0000529,2023-06-27,2023-06-01,6300.0,g&a,G&A,Sales,Unknown,"Hall, Strickland and Armstrong",14875.38,DR,SaaS HoldCo,Contractor costs
GL0000530,2023-06-11,2023-06-01,1010.0,cash,Cash,Finance,Unknown,Salinas Inc,-20993.19,CR,SaaS US,Payroll
GL0000531,2023-06-06,2023-06-01,1010.0,cash,Cash,Engineering,CC300,"Nelson, Jimenez and Morris",3667.55,DR,SaaS US,Reclass
GL0000532,2023-06-15,2023-06-01,6200.0,r&d,R&D,Unknown,Unknown,Gibson-Ramos,-6827.16,,SaaS US,AWS hosting
GL0000533,2023-06-18,2023-06-01,5000.0,cost of service,COGS,Engineering,CC400,Knox Inc,13656.96,DR,SaaS HoldCo,Payroll
GL0000534,2023-06-24,2023-06-01,5000.0,cost of service,COGS,Finance,CC100,"Davis, Zamora and Dorsey",24489.95,DR,SaaS US,AWS hosting
GL0000535,2023-06-06,2023-06-01,6200.0,r&d,R&D,Sales,Unknown,"Ramirez, Morse and Rios",5289.55,DR,SaaS US,Software tools
GL0000536,2023-06-07,2023-06-01,6100.0,sales & marketing,Sales & Marketing,Unknown,CC400,"Myers, Stokes and Lewis",2022.18,,SaaS Canada,Payroll
GL0000537,2023-06-09,2023-06-01,5000.0,cost of service,COGS,Finance,CC100,Ross-Johnson,17799.03,DR,SaaS US,Payroll
GL0000538,2023-06-05,2023-06-01,6200.0,research and development,R&D,Sales,CC100,Maldonado Group,-17362.79,CR,SaaS Canada,Unknown
GL0000539,2023-06-24,2023-06-01,6100.0,sales and marketing,Sales & Marketing,Finance,Unknown,Fowler-Rodriguez,20618.74,DR,SaaS US,Unknown
GL0000540,2023-06-04,2023-06-01,1010.0,cash,Cash,Engineering,Unknown,Watson Ltd,-3561.16,CR,SaaS HoldCo,Google Ads
GL0000541,2023-07-03,2023-07-01,6200.0,r&d,R&D,Finance,Unknown,"Burnett, Kelley and Swanson",3246.14,DR,SaaS US,Refund
GL0000542,2023-07-17,2023-07-01,6200.0,r&d,R&D,Engineering,CC100,Unknown,19455.23,DR,SaaS US,Unknown
GL0000543,2023-07-19,2023-07-01,5000.0,cost of service,COGS,Engineering,CC200,"Warren, Brown and Delgado",20965.92,DR,SaaS HoldCo,Refund
GL0000544,2023-07-17,2023-07-01,6100.0,s&m,Sales & Marketing,Marketing,CC300,Martin and Sons,7445.3,DR,SaaS HoldCo,Google Ads
GL0000545,2023-07-11,2023-07-01,6200.0,r&d,R&D,Engineering,CC400,Alvarez and Sons,17087.68,CR,SaaS HoldCo,Payroll
GL0000546,2023-07-20,2023-07-01,5000.0,cost of service,COGS,Sales,CC300,Hester-Ward,-7101.4,CR,SaaS US,Payroll
GL0000547,2023-07-05,2023-07-01,6200.0,r&d,R&D,Marketing,Unknown,"Bennett, Carlson and Campbell",14444.62,DR,SaaS US,Google Ads
GL0000548,2023-07-13,2023-07-01,6300.0,general and administrative,G&A,Engineering,Unknown,Fry-Boyer,2650.74,DR,SaaS HoldCo,AWS hosting
GL0000549,2023-07-24,2023-07-01,6200.0,research and development,R&D,Finance,CC400,Fernandez-Hayden,-12271.09,CR,SaaS US,Unknown
GL0000550,2023-07-07,2023-07-01,9999.0,misc expense,Other,Engineering,Unknown,Reid-Mills,13365.23,DR,SaaS US,Payroll
GL0000551,2023-07-12,2023-07-01,6200.0,r&d,R&D,Marketing,CC300,Jones-Barrera,18623.76,DR,SaaS US,Google Ads
GL0000552,2023-07-23,2023-07-01,6200.0,research and development,R&D,Finance,CC100,Wheeler Inc,15922.23,DR,SaaS US,Payroll
GL0000553,2023-07-14,2023-07-01,6100.0,s&m,Sales & Marketing,Finance,CC200,"Odonnell, Stout and Abbott",15991.25,DR,SaaS US,Reclass
GL0000554,2023-07-04,2023-07-01,6300.0,g&a,G&A,Finance,CC100,"Glover, Silva and Stewart",-24108.08,CR,SaaS US,Reclass
GL0000555,2023-07-15,2023-07-01,6200.0,research and development,R&D,Operations,CC200,West and Sons,-22350.43,CR,SaaS US,Software tools
GL0000556,2023-07-19,2023-07-01,6300.0,general and administrative,G&A,Unknown,CC200,"Lewis, Brown and Mathis",-6380.58,CR,SaaS US,Software tools
GL0000557,2023-07-11,2023-07-01,9999.0,misc expense,Other,Marketing,CC400,Jones-Smith,-20820.53,CR,SaaS Canada,Payroll
GL0000558,2023-07-06,2023-07-01,6300.0,g&a,G&A,Marketing,CC100,Jones Ltd,16000.54,DR,SaaS HoldCo,Google Ads
GL0000559,2023-07-12,2023-07-01,6100.0,sales & marketing,Sales & Marketing,Marketing,CC400,"Knapp, Diaz and Pratt",14159.97,DR,SaaS US,Reclass
GL0000560,2023-07-07,2023-07-01,9999.0,misc expense,Other,Finance,CC200,Pineda-Wood,-17285.01,CR,SaaS HoldCo,Payroll
GL0000561,2023-07-07,2023-07-01,6100.0,sales & marketing,Sales & Marketing,Unknown,CC200,Torres Ltd,20571.33,DR,SaaS Canada,Software tools
GL0000562,2023-07-17,2023-07-01,6100.0,sales & marketing,Sales & Marketing,Finance,Unknown,Miranda-Schultz,17981.28,DR,SaaS US,Payroll
GL0000563,2023-07-26,2023-07-01,6100.0,s&m,Sales & Marketing,Unknown,CC100,Price and Sons,-20263.13,CR,SaaS HoldCo,Reclass
GL0000564,2023-07-11,2023-07-01,5000.0,cost of service,COGS,Sales,CC200,Martinez-Leach,20985.35,DR,SaaS Canada,Google Ads
GL0000565,2023-07-01,2023-07-01,6100.0,s&m,Sales & Marketing,Sales,CC400,"Hill, Stevens and Marshall",-5962.76,CR,SaaS US,Unknown
GL0000566,2023-07-13,2023-07-01,6300.0,g&a,G&A,Unknown,Unknown,Oconnell-Simpson,12782.36,DR,SaaS US,AWS hosting
GL0000567,2023-07-12,2023-07-01,6300.0,g&a,G&A,Operations,Unknown,Bond-Ward,1576.9,CR,SaaS HoldCo,Payroll
GL0000568,2023-07-20,2023-07-01,9999.0,misc expense,Other,Finance,Unknown,Lam-Delgado,-14304.74,CR,SaaS HoldCo,Software tools
GL0000569,2023-07-13,2023-07-01,5000.0,cost of service,COGS,Finance,Unknown,Mcgrath Group,-11985.14,CR,SaaS US,Refund
GL0000570,2023-07-19,2023-07-01,5000.0,cost of service,COGS,Marketing,CC100,Anderson Inc,-13700.19,,SaaS Canada,AWS hosting
GL0000571,2023-07-24,2023-07-01,6100.0,sales and marketing,Sales & Marketing,Finance,CC300,Green Ltd,9016.02,DR,SaaS US,Software tools
GL0000572,2023-07-26,2023-07-01,6100.0,sales and marketing,Sales & Marketing,Engineering,CC300,Delgado LLC,1931.49,DR,SaaS US,AWS hosting
GL0000573,2023-07-03,2023-07-01,6100.0,sales and marketing,Sales & Marketing,Operations,Unknown,"Thornton, Johnson and Mcguire",10560.53,DR,SaaS HoldCo,Software tools
GL0000574,2023-07-11,2023-07-01,6300.0,general and administrative,G&A,Unknown,Unknown,Edwards-Garcia,-19930.52,CR,SaaS Canada,Reclass
GL0000575,2023-07-22,2023-07-01,6300.0,g&a,G&A,Operations,Unknown,Lane-Miranda,-5975.5,CR,SaaS US,Refund
